zpid,bed,bath,sqft,street,city,state,overview,images,price
53841155,4,3.0,3150.0,SE Flavel St,Portland,OR,"Right in the heart of the coveted neighborhood of Sellwood is this charming 1927 craftsman. This home has all the features, walkability, and all the amenities you could want. The maintenance and attention to detail is clearly seen throughout. Wood built-ins are in multiple rooms as well as solid wood flooring and doors. Arch doorways and wood encasements as well as art/picture railing are just a few of the eye catching finishes. Each floor has a full bathroom, and the upstairs is a true 2nd floor (not a converted attic). The full basement features a family room, full bathroom, kitchenette, laundry room, and workshop (potential for ADU/separate living). The backyard with a new fence is private and perfect for entertaining. Alongside the backyard is a long driveway leading to the detached garage.  All of the landscaping throughout the property is established and absolutely gorgeous. [Home Energy Score = 2. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10014690]",https://photos.zillowstatic.com/fp/85daf65ab8697740c1c508ad6b96b743-cc_ft_960.jpg https://photos.zillowstatic.com/fp/6c6072781dc9243f294663a06963db4e-cc_ft_576.jpg https://photos.zillowstatic.com/fp/d304f82a55694dffa498f4f04e6c0d40-cc_ft_576.jpg https://photos.zillowstatic.com/fp/3d2a4fca0b75b511be25fa8819301d43-cc_ft_576.jpg,1.25
53851682,4,2.0,3598.0,SE Madison St,Portland,OR,"Come bring this amazing 1900''s Hawthorne Craftsman back to life! Incredible original hardwoods, high ceilings, stunning character! 4 bedrooms. Zoned R-2.5. Amazing potential! Large deck and incredible detached 4 car garage! Full unfinished basement and attic space for even more potential! Walk to shopping, restaurants, groceries and more! [Home Energy Score = 1. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10219223]",https://photos.zillowstatic.com/fp/020cb21c7d2711c5f89f3f61cac252fa-cc_ft_960.jpg https://photos.zillowstatic.com/fp/cc0175c569208e4e6875a533763fc7bf-cc_ft_576.jpg https://photos.zillowstatic.com/fp/cb3fba251a29e465ec7a23e46be26f57-cc_ft_576.jpg https://photos.zillowstatic.com/fp/b3bd892516ec9fdaf14cd9f7fd4dbb64-cc_ft_576.jpg https://photos.zillowstatic.com/fp/6869e9c6526127b2e2faf22faa064c33-cc_ft_576.jpg,0.6
53854457,4,2.0,2288.0,N Midway Ave,Portland,OR,"Your St Johns homestead dreams have arrived! Come see this stunner of a home and enjoy all the amazing features it has to offer. Custom finishes throughout makes this home anything but basic. Enjoy your morning coffee off either of the cozy balconies or walk down to your garden oasis. Separate downstairs living area provides the perfect opportunity for extended family/friend visits. Possible Airbnb. Updates galore including: full house mini-split heating/AC system (2021), 2 gas fireplaces (2022), new backyard retaining wall + arbor (2023), new downstairs bathroom flooring (2023), closet shelving in bedrooms (2021), privacy fencing around deck (2022), privacy fence in front of house (2021), stone path in side yard and around fire pit (2022-2023), drip irrigation systems in front, back, and side yards (2022). [Home Energy Score = 6. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10186741]",https://photos.zillowstatic.com/fp/55038c0a20169ff7765dd2770a513abc-cc_ft_960.jpg https://photos.zillowstatic.com/fp/c881bf6b0438fee0102225fdb6187a43-cc_ft_576.jpg https://photos.zillowstatic.com/fp/2182de34f0e3487e96535857e793619b-cc_ft_576.jpg https://photos.zillowstatic.com/fp/6c7dfdd49d01bf0ac71ab8da900b30de-cc_ft_576.jpg https://photos.zillowstatic.com/fp/36e7bc4d686b0d3e426681a5edaad562-cc_ft_576.jpg,0.575
53854671,4,1.0,1089.0,N Burr Ave,Portland,OR,"Presenting an exceptional opportunity to revitalize this enchanting fixer-upper situated in the St. Johns neighborhood, boasting 4 bedrooms and 1 bathroom. The property is offered in its current condition, AS-IS. Adorned with hardwood flooring gracing much of the home, an expansive double tandem detached garage, a fenced yard, and a large storage shed, this dwelling exudes immense potential. Seize the chance to embrace this captivating prospect without delay! 69 walk score, 92 bike score.",https://photos.zillowstatic.com/fp/2246b59ef0301b9f4dba6314e4aed59c-cc_ft_960.jpg https://photos.zillowstatic.com/fp/9cd2bfc3ee826054aa29bbbbf9b0e014-cc_ft_576.jpg https://photos.zillowstatic.com/fp/94506d1794c2cd72247f4e5c729ef9f2-cc_ft_576.jpg https://photos.zillowstatic.com/fp/0a72e0fadf8135c4ebd3f0fa2e0f0212-cc_ft_576.jpg https://photos.zillowstatic.com/fp/6faf73ac84eb61b875bf517cf95b107e-cc_ft_576.jpg,0.29995
53858480,4,3.0,1884.0,NE 27th Ave,Portland,OR,"Fantastic opportunity. Two homes on 1 lot. Located in popular Alberta Arts District. Charming 1925 Bungalow and separate ADU. 4738 NE 27th is 1925 Bungalow. Currently vacant but recently was rented for $1,975. Major renovation in 2015-2016 included: 30 year roof. Gutters. Milgard vinyl windows. Hardiplank siding. Exterioir paint. Water line from street to property. Sewer line. Carrier 95% efficient gas furnace. Total repipe with pex piping. Water heater. 200 amp. electrical service. Interior wiring replacement. Gas fireplace insert. Interior paint. Cherrywood kitchen. Laminate and marmoleum floors. Full bathroom remodel. 2726 NE Wygant is a separate ADU built in 2017. 800 square feet. 2 bedrooms. 1 & 1/2 baths. Laminate and carpet floors. Cherrywood kitchen with appliances. Split system heating and AC. Single attached garage. Currently rented for $1,925/mo. This property has close proximity to the Alberta Arts District with a multitude of restaurants, shops, art galleries, etc. Walk score of  88  . Bike score of  99. Home Energy score for 4738 NE 27th is an 8. Home energy score for 2726 NE Wygant is a 10! [Home Energy Score = 8. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10219146]",https://photos.zillowstatic.com/fp/ec1c40d5c2054fa11e694a39a3fa0fa6-cc_ft_960.jpg https://photos.zillowstatic.com/fp/3b7f0a3bbf5d45c409727844e214bafa-cc_ft_576.jpg https://photos.zillowstatic.com/fp/8c7a001b9d272f4d97218dfe93a8a63e-cc_ft_576.jpg https://photos.zillowstatic.com/fp/edc9222eb2df978472d476a397fa9740-cc_ft_576.jpg https://photos.zillowstatic.com/fp/76a8d99d4787702f4317166f8f34b7d7-cc_ft_576.jpg,0.795
53866669,4,4.0,3673.0,NW Holbrook Ct,Portland,OR,"Tranquil Haven in Forest Heights. Perfect blend of modern luxury and natural serenity. Comfort and style intertwine, with splendid outdoor spaces for fun or retreat. Primary suite on the main level with a beautifully updated primary bathroom. Updated lighting and finishes make this home move in ready. Oversized deck, firepit, and hot tub are ready for you at the end of the day for all the sports enthusiasts or after a long day exploring the neighborhood trails. This home has it all and backs to a greenspace. Come listen to the songbirds and enjoy the backyard you have been dreaming of. [Home Energy Score = 1. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10218561]",https://photos.zillowstatic.com/fp/3f97a89b9885b2068c7b8f587197a1bb-cc_ft_960.jpg https://photos.zillowstatic.com/fp/2015e461cee2bc1d0cd96b47960fcc4a-cc_ft_576.jpg https://photos.zillowstatic.com/fp/6772feff3b2f2ac8e89bbbab5ea070e9-cc_ft_576.jpg https://photos.zillowstatic.com/fp/73c8206e47f7b0b062d184f71e0cfc6c-cc_ft_576.jpg https://photos.zillowstatic.com/fp/a67ed7cfdb6218b612b18a06954f4294-cc_ft_576.jpg,0.94
53868206,4,3.0,3159.0,S Corbett Ave,Portland,OR,"Open July 1-2 from 1-3pm  This meticulously restored and remodeled home honors its original character, while incorporating modern updates. It sits atop a .37 acre lot overlooking Mt Hood and the Willamette river, with views of fireworks on holidays and sunrises all year.The 2 story insulated shop is equipped with two mini splits, providing both heat and air conditioning. It is an ideal space for entertainment, woodworking, or creating a home gym. On the street level, there is a garage for extra convenience and parking too. Outside, stunning perennial plants and breathtaking dahlias creating vibrant splashes of color. Multiple outdoor living spaces invite you to savor the captivating views.The kitchen is a culinary enthusiast's dream, boasting AGA appliances, a Calcutta marble peninsula, and elegant black soapstone counters. Custom kitchen cabinetry ensures ample storage.The new 97% efficient furnace ensures an optimal climate throughout the home. Four fireplaces strategically placed to create intimate gathering spaces and add a touch of elegance to your evenings.This luxury residence is a harmonious blend of classic charm and modern amenities. From the stunning views to the quality finishes and appliances, it truly delivers on its promises of opulence and sophistication. Don't miss this rare opportunity to own a home that offers the perfect balance of elegance and comfort. [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10218566]",https://photos.zillowstatic.com/fp/0c60311ef66f0d3650ab3745abc125a3-cc_ft_960.jpg https://photos.zillowstatic.com/fp/e602cfc3d643a5b57a547b3397a1b380-cc_ft_576.jpg https://photos.zillowstatic.com/fp/29231498b4137f548a3ce2fe25a67399-cc_ft_576.jpg https://photos.zillowstatic.com/fp/7a2797a69d3b1ddf4bcc2ba2d51cf62b-cc_ft_576.jpg,1.25
53870727,4,3.0,3452.0,NE Clackamas St,Portland,OR,"I have seen homes in Laurel Hurst and Alameda which have sold for over a million dollars that do not have the charm and character this home boasts. I love to walk out the French doors to this private escape to mature with a charming rock walking path which leads you to the in-ground pool. Since this was one of the few homes in this area with a large lot, .37 to be exact, it would have been the party home for young and old alike. The sheer size of the back yard allows for not only an inground pool but also huge fir trees and amazing landscaping. You would think this would fill a normal backyard with nothing to spare. If you did you would be wrong. Today we would be playing Bochy ball in the spacious yard but back then in the 60? s it would have been croquet. The spacious kitchen is light and bright with more cabinet space than you may find in a commercial kitchen. If you have a large family or just need space for a table to handle 12+ people, this is the home for you. The dining room is massive! This home has been amazingly restored to its original condition, which includes the counter tops, sinks and bathroom with traditional colors and fixtures which speak of a simpler time when days were spent listening to jazz on the weekends and meeting at the local malt shop was a must on a Saturday night. This home would have been the hot spot for kids in the 50? s. Most weekends back then involved sleepovers with large groups of kids which would dance the night away listening to Elvis and The Everly brothers. The large basement with its wet bar and tile floors would have made for the perfect dance floor since sock hops were the rage, and a smooth tile floor was just what the doctor ordered. I imagine the large wood fireplace made for an easy lead into that first romantic kiss with the gentle sounds of the amazing Ray Charles drifting through the air. If you are looking for character and a bargain price, this is the one for you.",https://photos.zillowstatic.com/fp/82fc77fe4d9d0328dd6c7fa10edc5627-cc_ft_960.jpg https://photos.zillowstatic.com/fp/114d81583719f117e368bd17242c7a30-cc_ft_576.jpg https://photos.zillowstatic.com/fp/897b61a7086b9c9c370ea85cc2e8c22f-cc_ft_576.jpg https://photos.zillowstatic.com/fp/406fcf4995abab99cc5758ffd4a76aa2-cc_ft_576.jpg https://photos.zillowstatic.com/fp/9a864c810a03c54ec14d74cc8291c319-cc_ft_576.jpg,0.638999
53874806,4,3.0,2440.0,SW Terrace Dr,Portland,OR,"Prepare to be DAZZLED by this MID-CENTURY MODERN transformation. Sweeping VIEWS and rock star aesthetics that will take your breath away. DESIGN and STYLE come together that make this one of Portland's most EXCLUSIVE properties in one of the city's best neighborhoods. An ENTERTAINER or FAMILY dream home steps away from top rated Ainsworth Elementary. Situated on a quiet street, this will change your perspective of urban living. Custom wine storage, oversized 2 car garage and plenty of flex space; truly a home to be proud of. Minutes to downtown this coveted Portland Heights Neighborhood home has parks, shops, trails and more. This is one that will surely go fast!!!",https://photos.zillowstatic.com/fp/6bf832b7e4c893978ef4156977d99d87-cc_ft_960.jpg https://photos.zillowstatic.com/fp/92e6702d7a0c157e60689c4885ff91ea-cc_ft_576.jpg https://photos.zillowstatic.com/fp/e474c79f5840e175ee988da3ad9be3a6-cc_ft_576.jpg https://photos.zillowstatic.com/fp/3aeed356298d95509d4e6547763cc5fb-cc_ft_576.jpg,1.167
53885030,4,3.0,3291.0,SW Plum Ct,Portland,OR,"Welcome to the official start of summer! Come and experience the charm of this captivating 1970s ranch-style home, complete with a delightful daylight basement and an inviting pool. The living room greets you with its soaring vaulted ceilings, skylights, and a cozy wood-burning fireplace, creating a warm and inviting atmosphere. Through the generous windows, you can revel in the picturesque views of the surrounding nature. While the kitchen retains some of its vintage flair, it offers a well-thought-out layout with a spacious island and a dining area. The large windows in the kitchen provide delightful views of your private backyard and the inviting pool. On the main level, you will discover a primary bedroom with an attached bathroom and a balcony where you can savor your morning coffee while overlooking the pool. An additional bedroom and bathroom can also be found on this level, ensuring ample space for your needs. The finished daylight basement offers not only abundant storage but also a second living or family room with direct access and views of the pool. Two more bedrooms and another bathroom in the basement offer convenient access to the pool area. You will also be pleasantly surprised to find a sauna tucked away in the basement, alongside the laundry room. The property provides various storage options, including closets, a dedicated storage room in the basement, and a garage.The backyard is truly the highlight of this home, boasting a captivating pool that invites you to host unforgettable pool parties and bask in the sun within a private and lush green setting. Nestled in a tranquil pocket neighborhood, this home enjoys a central location in Southwest Portland. You will have easy access to the freeway, nearby parks and hiking trails, reputable schools, and convenient grocery stores. Don't miss the opportunity to explore this remarkable property! We look forward to welcoming you! [Home Energy Score = 5. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10191394]",https://photos.zillowstatic.com/fp/84d1554a5ac4f8fcb8b3b09a14f434b4-cc_ft_960.jpg https://photos.zillowstatic.com/fp/956298582071080b7579627ef942d7a4-cc_ft_576.jpg https://photos.zillowstatic.com/fp/a9ef0ff2e592532d4eac83a56fdcd5c1-cc_ft_576.jpg https://photos.zillowstatic.com/fp/5f48e946088f6516d063f8a15f459f53-cc_ft_576.jpg,0.745
